1.260000000000000000e+02	9.500000000000000000e+01	1.061433726515235466e-02	5.925574089132396027e-01	1.442574803882196388e+00	1.338404546988654964e+00	7.640093880913569890e-01	2.145855662363384524e-03	1.093094188911618303e-02	5.729281744006135824e-02	8.618594489381638246e-02	1.580337214542962831e-01	1.471348302146697762e-01	1.215983176900687357e-01	1.370000000000000000e+02	1.200000000000000000e+01
1.270000000000000000e+02	9.500000000000000000e+01	3.609035336937369692e-02	3.307883227907268409e-01	1.441640322261407814e+00	8.408830273277051459e-01	9.871115404389216863e-01	3.229948316975197325e-02	-8.376608769804089194e-04	4.103866433742502096e-02	2.927568710730400758e-02	9.704678536191957416e-02	1.114216418644691231e-01	1.592593932821097513e-01	1.380000000000000000e+02	1.200000000000000000e+01
1.360000000000000000e+02	9.500000000000000000e+01	2.543399283255996096e-02	8.332277918897715852e-01	1.566321795039728126e+00	1.402642260802436702e+00	5.026384311936213933e-01	2.933506851358971476e-02	2.851415004772843431e-02	1.075390263462350643e-01	1.283218615441116262e-01	1.548054146839715761e-01	1.310930596372390511e-01	4.150502527429404398e-01	1.400000000000000000e+02	1.300000000000000000e+01
1.370000000000000000e+02	9.500000000000000000e+01	7.306030565466346827e-02	1.085840323074921843e+00	1.658861820750787697e+00	1.341412316573310726e+00	6.401037889740779363e-01	3.073748012347779154e-02	2.904007163090409349e-02	1.095712020063684261e-01	9.564458362148132997e-02	4.237834767237680378e-02	1.094639794608855965e-01	2.618992770387473246e-01	1.410000000000000000e+02	1.300000000000000000e+01
1.400000000000000000e+02	9.500000000000000000e+01	2.626469159092368472e-02	5.166706825338450715e-01	1.783742611461236915e+00	1.343934785140205257e+00	1.293986173274309870e+00	2.085271102650723338e-02	2.922560226363839220e-02	-2.852527843610857920e-03	1.409739039228287416e-02	9.483837366834657612e-02	1.483065234205032112e-01	1.186205441428961893e-01	1.420000000000000000e+02	1.300000000000000000e+01
1.410000000000000000e+02	9.500000000000000000e+01	7.450012355703730139e-03	3.104074979864208106e-01	1.548754875712945900e+00	1.768406640303779476e+00	1.028025360705645319e+00	2.847289105220398783e-02	4.920516487402619432e-02	-6.925846794602415202e-02	5.024058900163498598e-02	1.288249272181131166e-01	1.411568866750503304e-01	4.148677731229605814e-01	1.430000000000000000e+02	1.300000000000000000e+01
1.440000000000000000e+02	9.500000000000000000e+01	2.638720148767890322e-02	2.284108782850352848e-01	1.431253378444269142e+00	9.647351014739758979e-01	8.606161791107966863e-01	1.673515628042434016e-03	4.849261369747819017e-02	-2.164695383963129507e-02	-1.135149442269477171e-02	1.027637723161317629e-01	1.619169907352233650e-01	3.070159698201956888e-01	1.440000000000000000e+02	1.400000000000000000e+01
1.340000000000000000e+02	9.600000000000000000e+01	4.797948324646415103e-02	3.810897852026073340e-01	1.622857158237054787e+00	1.035573731673408382e+00	8.752690869591548406e-01	2.290602212114891886e-02	9.060788417288676011e-03	6.078980704787233236e-02	1.655875795273574758e-01	6.595612347856538715e-02	1.562937246343398812e-01	4.258824432565512796e-01	1.530000000000000000e+02	1.300000000000000000e+01
1.350000000000000000e+02	9.600000000000000000e+01	3.160925009812774050e-02	1.092088320358857390e+00	1.632290666156366310e+00	1.655534516585517757e+00	9.935413914940669500e-01	5.168841962977013121e-02	6.729894455713929247e-02	2.278079449200914042e-01	2.455242925076278615e-01	1.159814077688791079e-01	1.695737437984252693e-01	3.259164238645377298e-01	1.540000000000000000e+02	1.300000000000000000e+01
1.360000000000000000e+02	9.600000000000000000e+01	4.257432171668471682e-02	9.599853540502635285e-01	1.662025277667596779e+00	1.030066381705451839e+00	1.445362182261736628e+00	5.978117321892342101e-02	-1.066775109427271773e-02	3.544571837428071859e-02	3.445269695804444032e-02	1.050562489105798525e-01	1.692652301570678475e-01	1.415046597196402689e-01	1.550000000000000000e+02	1.300000000000000000e+01
1.370000000000000000e+02	9.600000000000000000e+01	1.115986871119922647e-01	8.370133424841014191e-01	1.841868345790460548e+00	1.191088806403327816e+00	1.060865135791094538e+00	2.324230780168137431e-02	2.959060248179139208e-02	7.957642367127397420e-02	8.016562990234223085e-02	7.677408338323610248e-02	1.587531463882232430e-01	4.866083706094565531e-01	1.560000000000000000e+02	1.300000000000000000e+01
1.380000000000000000e+02	9.600000000000000000e+01	3.392398902739943850e-02	1.430825450523957487e+00	1.764776175075128517e+00	1.313591014159370296e+00	1.193006368281634089e+00	2.323304114206395030e-02	6.581016954226197313e-02	1.976826814952352060e-02	2.412519954829009938e-01	1.983201432301141542e-01	1.573927895805145027e-01	4.607724393083396097e-01	1.570000000000000000e+02	1.300000000000000000e+01
1.390000000000000000e+02	9.600000000000000000e+01	4.021819481219710696e-02	1.107732393845185515e+00	1.557057325892999611e+00	1.236815582526374691e+00	1.269549461009295221e+00	4.796270837350449096e-02	3.893640589160622667e-02	9.491372695210435750e-02	1.177325003533157416e-01	2.068149674011804384e-01	1.741208927413726570e-01	1.322043383790793558e-01	1.580000000000000000e+02	1.300000000000000000e+01
1.400000000000000000e+02	9.600000000000000000e+01	1.904938170279921877e-02	1.088537552460297819e+00	2.018374269061639747e+00	9.527437794334180365e-01	1.053235622050554987e+00	1.805490439100823283e-02	6.854202922625245165e-02	6.319309612753847005e-02	-1.298938908292922301e-02	1.813943165613748354e-01	1.350644277116561653e-01	1.941988164855780741e-01	1.590000000000000000e+02	1.300000000000000000e+01
